,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,commit_count,conda_id,pypi_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,conda_dependent_project_count,trending,labels,gitlab_id,dockerhub_id,docs_url,dockerhub_url
240,pampy,santinic/pampy,Pampy: The Pattern Matching for Python you always dreamed of.,,utilities,https://github.com/santinic/pampy,https://github.com/santinic/pampy,MIT,2018-11-08 12:51:17.000,2020-04-11 23:04:54.000,2019-07-13 11:30:29.000,122.0,14.0,3417.0,2019-11-07 15:54:35.000,0.3.0,11.0,9.0,25.0,22,False,131.0,,pampy,,12898.0,208.0,192.0,https://pypi.org/project/pampy,2019-11-07 15:54:35.000,16.0,12898.0,,,,3.0,,,,,,,,
241,returns,dry-python/returns,"Make your functions return something meaningful, typed, and safe!.",,utilities,https://github.com/dry-python/returns,https://github.com/dry-python/returns,BSD-2-Clause,2019-01-26 13:08:38.000,2021-10-13 15:07:07.000,2021-10-13 15:07:06.000,83.0,314.0,1924.0,2021-10-05 07:48:00.000,0.17.0,19.0,35.0,55.0,22,True,1241.0,,returns,,,103.0,101.0,https://pypi.org/project/returns,2021-10-05 07:47:04.000,2.0,,,,,3.0,,,,,,,,
242,pinject,google/pinject,A pythonic dependency injection library.,,utilities,https://github.com/google/pinject,https://github.com/google/pinject,Apache-2.0,2013-06-20 23:46:50.000,2021-03-23 16:43:50.000,2021-03-23 16:42:22.000,92.0,10.0,1275.0,2020-04-10 22:23:01.000,0.15.3,13.0,10.0,27.0,22,True,285.0,,pinject,,37578.0,103.0,77.0,https://pypi.org/project/pinject,2021-03-23 16:43:50.000,26.0,37578.0,,,,3.0,,,,,,,,
243,db.py,yhat/db.py,db.py is an easier way to interact with your databases.,,db-clients,https://github.com/yhat/db.py,https://github.com/yhat/db.py,BSD-2-Clause,2014-10-26 15:36:57.000,2021-08-02 12:32:38.000,2017-03-31 14:41:30.000,111.0,21.0,1214.0,2017-03-31 14:41:57.000,0.5.3,35.0,24.0,32.0,22,False,233.0,,db.py,,970.0,52.0,,https://pypi.org/project/db.py,2017-03-31 14:41:57.000,52.0,970.0,,,,3.0,,,,,,,,
244,enaml,nucleic/enaml,Declarative User Interfaces for Python.,,gui-dev,https://github.com/nucleic/enaml,https://github.com/nucleic/enaml,BSD-3-Clause,2013-03-06 21:29:01.000,2021-10-05 07:23:49.000,2021-10-04 16:26:27.000,107.0,170.0,1120.0,2021-04-19 18:46:09.000,0.13.0,18.0,34.0,39.0,22,True,,conda-forge/enaml,enaml,46.0,1957.0,333.0,189.0,https://pypi.org/project/enaml,2021-04-19 18:08:01.000,144.0,,https://anaconda.org/conda-forge/enaml,2021-04-19 22:20:38.760,92023.0,3.0,,,,,,,,
245,path,jaraco/path,Object-oriented file system path manipulation.,,file-path-utils,https://github.com/jaraco/path,https://github.com/jaraco/path,MIT,2012-04-21 02:59:29.000,2021-07-27 06:16:48.717,2021-07-26 23:59:39.000,130.0,125.0,967.0,2021-07-27 00:03:36.000,16.2.0,13.0,44.0,2.0,22,True,,conda-forge/path,path,,428606.0,78.0,,https://pypi.org/project/path,2021-07-27 00:03:27.000,78.0,422118.0,https://anaconda.org/conda-forge/path,2021-07-27 06:16:48.717,142755.0,3.0,,,,,,,,
246,parallel-ssh,ParallelSSH/parallel-ssh,Asynchronous parallel SSH client library.,,infrastructure,https://github.com/ParallelSSH/parallel-ssh,https://github.com/ParallelSSH/parallel-ssh,LGPL-2.1,2012-12-24 14:45:36.000,2021-10-10 21:34:49.000,2021-10-01 10:56:25.000,133.0,188.0,941.0,2021-08-26 12:19:29.000,2.6.0post1,89.0,18.0,14.0,22,False,517.0,,parallel-ssh,316.0,344921.0,154.0,126.0,https://pypi.org/project/parallel-ssh,2021-08-26 12:19:58.000,28.0,344918.0,,,,3.0,,,,,,,,
247,ubelt,Erotemic/ubelt,"A Python utility belt containing simple tools, a stdlib like feel, and extra batteries. Hashing, Caching, Timing,..",,utilities,https://github.com/Erotemic/ubelt,https://github.com/Erotemic/ubelt,Apache-2.0,2017-01-30 21:14:57.000,2021-10-05 21:11:33.000,2021-08-24 22:05:10.000,43.0,6.0,582.0,2021-08-24 22:10:51.000,0.10.1,55.0,1.0,1.0,22,True,,,ubelt,,24854.0,873.0,851.0,https://pypi.org/project/ubelt,2021-08-24 22:08:17.000,22.0,24854.0,,,,3.0,,,,,,,,
248,python-email-validator,JoshData/python-email-validator,A robust email syntax and deliverability validation library for Python 2.7/3.4+.,,data-validation,https://github.com/JoshData/python-email-validator,https://github.com/JoshData/python-email-validator,CC0-1.0,2015-04-20 02:46:34.000,2021-09-22 19:06:18.000,2021-09-22 19:06:18.000,56.0,36.0,473.0,2021-06-12 11:02:31.000,1.1.3,15.0,14.0,6.0,22,False,,,email-validator,,3073116.0,132.0,,https://pypi.org/project/email-validator,2021-06-12 11:02:31.000,132.0,3073116.0,,,,3.0,,,,,,,,
249,awesome-slugify,voronind/awesome-slugify,Python flexible slugify function.,,text,https://github.com/voronind/awesome-slugify,https://github.com/voronind/awesome-slugify,GPL-3.0,2013-10-19 02:58:27.000,2020-04-17 14:24:23.000,2017-01-20 20:45:25.000,39.0,11.0,460.0,2015-06-05 06:31:13.000,1.6.5,26.0,11.0,18.0,22,False,96.0,conda-forge/awesome-slugify,awesome-slugify,,52353.0,5121.0,2881.0,https://pypi.org/project/awesome-slugify,2015-06-05 06:31:13.000,2240.0,51531.0,https://anaconda.org/conda-forge/awesome-slugify,2019-06-28 21:27:11.187,54256.0,3.0,,,,,,,,
250,tabulator-py,frictionlessdata/tabulator-py,Python library for reading and writing tabular data via streams.,,data-loading,https://github.com/frictionlessdata/tabulator-py,https://github.com/frictionlessdata/tabulator-py,MIT,2015-08-24 05:34:38.000,2021-06-01 12:40:01.000,2021-03-22 13:33:48.000,44.0,178.0,214.0,2021-03-21 07:47:00.000,1.53.5,141.0,27.0,,22,True,,conda-forge/tabulator-py,tabulator,,288085.0,732.0,628.0,https://pypi.org/project/tabulator,2021-03-21 07:47:00.000,104.0,287223.0,https://anaconda.org/conda-forge/tabulator-py,2018-07-24 12:57:07.018,44861.0,3.0,,,,,,,,
251,pyexcel-xlsx,pyexcel/pyexcel-xlsx,"A wrapper library to read, manipulate and write data in xlsx and xlsm format using openpyxl.",,data-loading,https://github.com/pyexcel/pyexcel-xlsx,https://github.com/pyexcel/pyexcel-xlsx,BSD-3-Clause,2014-12-02 00:03:24.000,2020-11-28 22:30:58.000,2020-11-28 22:30:53.000,16.0,20.0,92.0,2020-10-10 13:13:32.000,0.6.0,30.0,4.0,12.0,22,False,267.0,conda-forge/pyexcel-xlsx,pyexcel-xlsx,51.0,79818.0,1690.0,1380.0,https://pypi.org/project/pyexcel-xlsx,2020-10-10 13:13:32.000,310.0,79441.0,https://anaconda.org/conda-forge/pyexcel-xlsx,2020-10-10 15:53:49.660,18101.0,3.0,,,,,,,,
252,entrypoints,takluyver/entrypoints,Discover and load entry points from installed packages.,,inspect,https://github.com/takluyver/entrypoints,https://github.com/takluyver/entrypoints,MIT,2015-05-02 18:12:08.000,2020-12-03 20:07:10.000,2020-03-15 12:25:13.000,18.0,20.0,67.0,2017-06-08 10:55:15.000,0.2.3,6.0,9.0,4.0,22,False,59.0,conda-forge/entrypoints,entrypoints,,81999.0,15152.0,,https://pypi.org/project/entrypoints,2019-01-07 18:10:52.000,15152.0,,https://anaconda.org/conda-forge/entrypoints,2020-11-11 19:15:28.026,5411960.0,3.0,,,,,,,,
253,bashplotlib,glamp/bashplotlib,plotting in the terminal.,,cli-helpers,https://github.com/glamp/bashplotlib,https://github.com/glamp/bashplotlib,MIT,2012-12-13 04:01:10.000,2021-03-31 19:40:59.000,2021-03-31 19:40:59.000,82.0,11.0,1590.0,2016-02-06 21:56:46.000,0.6.5,27.0,20.0,17.0,21,True,210.0,,bashplotlib,,5468.0,178.0,130.0,https://pypi.org/project/bashplotlib,2016-02-06 21:56:46.000,48.0,5468.0,,,,3.0,,,,,,,,
254,CommonRegex,madisonmay/CommonRegex,A collection of common regular expressions bundled with an easy to use interface.,,utilities,https://github.com/madisonmay/CommonRegex,https://github.com/madisonmay/CommonRegex,MIT,2013-12-17 08:43:14.000,2020-12-20 05:00:55.000,2019-09-25 12:17:08.000,127.0,11.0,1457.0,2014-08-29 22:18:11.000,1.5.3,4.0,14.0,15.0,21,False,113.0,,commonregex,,11528.0,101.0,61.0,https://pypi.org/project/commonregex,2014-08-29 22:18:11.000,40.0,11528.0,,,,3.0,,,,,,,,
255,pyinfra,Fizzadar/pyinfra,"pyinfra automates infrastructure super fast at massive scale. It can be used for ad-hoc command execution, service..",,infrastructure,https://github.com/Fizzadar/pyinfra,https://github.com/Fizzadar/pyinfra,MIT,2014-10-19 19:37:45.000,2021-10-12 09:05:37.000,2021-10-03 14:57:03.000,137.0,394.0,1371.0,2021-10-03 16:09:30.000,1.4.16,174.0,53.0,84.0,21,True,,,pyinfra,,5553.0,37.0,33.0,https://pypi.org/project/pyinfra,2021-08-31 13:50:58.000,4.0,5553.0,,,,3.0,,,,,,,,
256,cleo,sdispater/cleo,Cleo allows you to create beautiful and testable command-line interfaces.,,cli-helpers,https://github.com/sdispater/cleo,https://github.com/sdispater/cleo,MIT,2013-12-16 16:01:42.000,2021-10-07 05:13:04.000,2021-07-30 15:16:20.000,45.0,27.0,762.0,2021-07-30 15:03:51.000,1.0.0a4,28.0,6.0,41.0,21,True,295.0,conda-forge/cleo,cleo,,1484.0,152.0,,https://pypi.org/project/cleo,2021-07-30 15:03:48.000,152.0,,https://anaconda.org/conda-forge/cleo,2020-10-09 18:06:01.698,56407.0,3.0,,,,,,,,
257,PyMODM,mongodb/pymodm,"A Pythonic, object-oriented interface for working with MongoDB.",,db-clients,https://github.com/mongodb/pymodm,https://github.com/mongodb/pymodm,Apache-2.0,2016-03-30 16:24:59.000,2020-10-16 22:20:11.000,2020-10-16 22:20:10.000,60.0,,329.0,2020-04-30 18:52:35.000,0.4.3,7.0,18.0,4.0,21,True,123.0,conda-forge/pymodm,pymodm,,15414.0,581.0,427.0,https://pypi.org/project/pymodm,2020-04-30 18:52:35.000,154.0,15283.0,https://anaconda.org/conda-forge/pymodm,2020-04-30 19:23:37.933,2637.0,3.0,,,,,,,,
258,pyhdb,SAP/pyhdb,SAP HANA Connector in pure Python.,,db-clients,https://github.com/SAP-archive/PyHDB,https://github.com/SAP-archive/PyHDB,Apache-2.0,2014-12-12 04:02:40.000,2021-05-04 17:33:58.000,2021-05-04 17:33:54.000,132.0,90.0,296.0,2018-02-16 12:44:36.000,0.3.4,8.0,10.0,50.0,21,True,158.0,,pyhdb,78.0,392128.0,30.0,,https://pypi.org/project/pyhdb,2018-02-16 12:37:13.000,30.0,392127.0,,,,3.0,SAP-archive/PyHDB,,,,,,,
259,python-benedict,fabiocaccamo/python-benedict,"dict subclass with keylist/keypath support, normalized I/O operations (base64, csv, ini, json, pickle, plist, query-..",,data-structures,https://github.com/fabiocaccamo/python-benedict,https://github.com/fabiocaccamo/python-benedict,MIT,2019-05-17 11:13:40.000,2021-10-14 10:22:58.000,2021-10-14 10:22:58.000,20.0,56.0,279.0,2021-10-04 10:24:48.000,0.24.3,42.0,2.0,5.0,21,True,394.0,conda-forge/python-benedict,python-benedict,,1842.0,383.0,383.0,https://pypi.org/project/python-benedict,2021-10-04 10:24:29.000,0.0,,https://anaconda.org/conda-forge/python-benedict,2021-10-05 07:31:07.556,20270.0,3.0,,,,,,,,
260,datatest,shawnbrown/datatest,Tools for test driven data-wrangling and data validation.,,data-loading,https://github.com/shawnbrown/datatest,https://github.com/shawnbrown/datatest,Apache-2.0,2016-05-12 13:16:27.000,2021-04-26 17:46:21.000,2021-04-26 17:45:53.000,11.0,42.0,245.0,2021-01-04 03:43:58.000,0.11.1,17.0,6.0,10.0,21,True,2171.0,,datatest,,17303.0,50.0,48.0,https://pypi.org/project/datatest,2021-01-04 03:39:40.000,2.0,17303.0,,,,3.0,,,,,,,,
