,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,commit_count,conda_id,pypi_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,conda_dependent_project_count,trending,labels,gitlab_id,dockerhub_id,docs_url,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls
263,rows,turicas/rows,"A common, beautiful interface to tabular data, no matter the format.",,data-loading,https://github.com/turicas/rows,https://github.com/turicas/rows,LGPL-3.0,2014-05-07 05:43:11.000000,2021-06-18 15:18:11.000000,2021-05-22 20:26:09.000000,136.0,160.0,149.0,776.0,2019-02-14 21:20:15.000000,0.4.1,9.0,30.0,20,True,738.0,,rows,37.0,1958.0,178.0,126.0,https://pypi.org/project/rows,2019-02-14 21:12:03.000000,52.0,1958.0,,,,3.0,,,,,,,,,,
264,questionary,tmbo/questionary,"Python library to build pretty command line user prompts Easy to use multi-select lists, confirmations, free text..",,cli-helpers,https://github.com/tmbo/questionary,https://github.com/tmbo/questionary,MIT,2018-12-01 17:55:17.000000,2021-11-04 10:21:24.000000,2021-10-10 23:39:14.000000,51.0,23.0,62.0,749.0,2021-07-15 10:11:00.000000,1.10.0,20.0,26.0,20,True,388.0,,questionary,,,94.0,,https://pypi.org/project/questionary,2021-07-15 10:11:00.000000,94.0,,,,,3.0,,,,,,,,,,
265,anytree,c0fec0de/anytree,Python tree data library.,,data-structures,https://github.com/c0fec0de/anytree,https://github.com/c0fec0de/anytree,Apache-2.0,2016-08-27 09:42:38.000000,2021-09-12 04:07:58.000000,2020-02-20 19:54:46.000000,90.0,33.0,116.0,613.0,2020-01-15 01:22:23.000000,2.8.0,26.0,17.0,20,False,393.0,conda-forge/anytree,anytree,,482.0,174.0,,https://pypi.org/project/anytree,2020-01-15 01:22:23.000000,174.0,,https://anaconda.org/conda-forge/anytree,2020-04-19 21:51:50.756000,9173.0,3.0,,,,,,,,,,
266,aiocache,aio-libs/aiocache,"Asyncio cache manager for redis, memcached and memory.",,caching,https://github.com/aio-libs/aiocache,https://github.com/aio-libs/aiocache,BSD-3-Clause,2016-09-30 09:25:51.000000,2021-10-31 14:12:44.000000,2020-12-04 20:46:52.000000,91.0,48.0,204.0,590.0,2020-10-14 10:18:49.000000,0.11.1,40.0,29.0,20,True,442.0,,aiocache,,,701.0,577.0,https://pypi.org/project/aiocache,2019-07-31 05:46:03.000000,124.0,,,,,3.0,,,,,,,,,,
267,cachier,shaypal5/cachier,"Persistent, stale-free, local and cross-machine caching for Python functions.",,caching,https://github.com/shaypal5/cachier,https://github.com/shaypal5/cachier,MIT,2016-08-24 13:34:12.000000,2021-10-14 09:12:19.000000,2021-10-14 09:11:28.000000,46.0,20.0,28.0,391.0,2021-10-10 23:24:21.000000,1.5.3,47.0,14.0,20,True,214.0,,cachier,,,218.0,204.0,https://pypi.org/project/cachier,2021-10-10 23:15:05.000000,14.0,,,,,3.0,,,,,,,,,,
268,valideer,podio/valideer,Lightweight data validation and adaptation Python library.,,data-validation,https://github.com/podio/valideer,https://github.com/podio/valideer,MIT,2012-07-25 12:33:39.000000,2020-03-08 21:45:00.000000,2018-03-07 14:51:59.000000,18.0,7.0,11.0,246.0,2015-12-20 08:56:50.000000,0.4.2,8.0,7.0,20,False,89.0,conda-forge/valideer,valideer,,95723.0,76.0,46.0,https://pypi.org/project/valideer,2015-12-20 08:56:50.000000,30.0,95469.0,https://anaconda.org/conda-forge/valideer,2018-07-06 17:55:22.261000,17077.0,3.0,,,,,,,,,,
269,Queries,gmr/queries,PostgreSQL database access simplified.,,db-clients,https://github.com/gmr/queries,https://github.com/gmr/queries,BSD-3-Clause,2012-08-24 16:12:55.000000,2020-11-04 14:26:15.000000,2020-08-07 16:32:54.000000,29.0,5.0,13.0,236.0,2020-03-09 17:40:07.000000,2.1.0,29.0,11.0,20,False,334.0,,queries,,3205.0,149.0,99.0,https://pypi.org/project/queries,2020-03-09 17:40:07.000000,50.0,3205.0,,,,3.0,,,,,,,,,,
270,macropy,lihaoyi/macropy,"Macros in Python: quasiquotes, case classes, LINQ and more!.",,others,https://github.com/lihaoyi/macropy,https://github.com/lihaoyi/macropy,MIT,2013-04-15 14:47:29.000000,2021-07-12 12:01:58.000000,2020-03-03 22:30:21.000000,161.0,17.0,59.0,3125.0,,,4.0,19.0,19,False,885.0,,macropy3,,,502.0,452.0,https://pypi.org/project/macropy3,2018-05-11 23:17:05.000000,50.0,,,,,3.0,,,,,,,,,,
271,PyPattyrn,tylerlaberge/PyPattyrn,A simple library for implementing common design patterns.,,algorithms,https://github.com/tylerlaberge/PyPattyrn,https://github.com/tylerlaberge/PyPattyrn,MIT,2016-07-17 22:09:31.000000,2021-09-07 23:52:51.000000,2020-02-09 19:26:00.000000,114.0,,40.0,1327.0,2016-09-11 02:13:18.000000,1.2,3.0,4.0,19,False,103.0,,pypattyrn,,4223.0,16.0,16.0,https://pypi.org/project/pypattyrn,2016-09-11 02:18:42.000000,0.0,4223.0,,,,3.0,,,,,,,,,,
272,ODMantic,art049/odmantic,Async ODM (Object Document Mapper) for MongoDB based on python type hints.,,db-clients,https://github.com/art049/odmantic,https://github.com/art049/odmantic,ISC,2020-05-01 13:59:45.000000,2021-11-01 21:06:56.000000,2021-07-05 14:51:17.000000,41.0,47.0,41.0,418.0,2021-05-12 00:01:27.000000,0.3.5,10.0,10.0,19,True,327.0,,odmantic,,9355.0,,,https://pypi.org/project/odmantic,2021-05-11 23:57:07.000000,,9355.0,,,,3.0,,,,,,,,,,
273,gsheets-db-api,betodealmeida/gsheets-db-api,A Python DB-API and SQLAlchemy dialect to Google Spreasheets.,,db-clients,https://github.com/betodealmeida/gsheets-db-api,https://github.com/betodealmeida/gsheets-db-api,MIT,2018-09-10 22:07:02.000000,2021-06-02 03:05:24.000000,2021-02-17 20:59:41.000000,13.0,8.0,5.0,157.0,2020-12-04 17:53:17.000000,0.1.12,13.0,3.0,19,True,132.0,,gsheetsdb,,25227.0,107.0,104.0,https://pypi.org/project/gsheetsdb,2020-12-04 17:53:17.000000,3.0,25227.0,,,,3.0,,,,,,,,,,
274,importlib-resources,python/importlib_resources,Read resources from Python packages.,,inspect,https://github.com/python/importlib_resources,https://github.com/python/importlib_resources,Apache-2.0,2020-10-21 21:02:58.000000,2021-10-30 14:50:58.000000,2021-10-30 14:28:45.000000,8.0,5.0,205.0,19.0,2021-10-30 14:51:09.000000,5.4.0,47.0,21.0,19,False,,,importlib-resources,,15290113.0,0.0,,https://pypi.org/project/importlib-resources,2021-10-30 14:50:58.000000,0.0,15290113.0,,,,3.0,,,,,,,,,,
275,bashplotlib,glamp/bashplotlib,plotting in the terminal.,,cli-helpers,https://github.com/glamp/bashplotlib,https://github.com/glamp/bashplotlib,MIT,2012-12-13 04:01:10.000000,2021-03-31 19:40:59.000000,2021-03-31 19:40:59.000000,83.0,17.0,11.0,1596.0,2016-02-06 21:56:46.000000,0.6.5,27.0,20.0,18,True,210.0,,bashplotlib,,,180.0,132.0,https://pypi.org/project/bashplotlib,2016-02-06 21:56:46.000000,48.0,,,,,3.0,,,,,,,,,,
276,pyinfra,Fizzadar/pyinfra,"pyinfra automates infrastructure super fast at massive scale. It can be used for ad-hoc command execution, service..",,infrastructure,https://github.com/Fizzadar/pyinfra,https://github.com/Fizzadar/pyinfra,MIT,2014-10-19 19:37:45.000000,2021-11-01 09:56:49.000000,2021-10-30 18:10:39.000000,138.0,94.0,402.0,1378.0,2021-10-30 18:48:27.000000,1.4.18,179.0,54.0,18,True,,,pyinfra,,,38.0,34.0,https://pypi.org/project/pyinfra,2021-10-30 18:49:10.000000,4.0,,,,,3.0,,,,,,,,,,
277,excalibur,camelot-dev/excalibur,A web interface to extract tabular data from PDFs.,,data-loading,https://github.com/camelot-dev/excalibur,https://github.com/camelot-dev/excalibur,MIT,2018-10-20 11:34:49.000000,2021-10-20 09:22:09.000000,2020-09-07 18:32:58.000000,162.0,73.0,38.0,1035.0,2020-07-17 16:16:44.000000,0.4.3,9.0,11.0,18,False,236.0,,excalibur-py,8089.0,1064.0,,,https://pypi.org/project/excalibur-py,2020-03-21 11:40:49.000000,,846.0,,,,3.0,,,,,,,,,,
278,unsync,alex-sherman/unsync,Unsynchronize asyncio.,,async,https://github.com/alex-sherman/unsync,https://github.com/alex-sherman/unsync,MIT,2018-02-06 02:16:16.000000,2021-10-21 00:46:56.000000,2021-10-21 00:45:24.000000,40.0,6.0,21.0,642.0,2021-10-21 00:46:56.000000,1.4.0,9.0,10.0,18,True,60.0,,unsync,,,94.0,84.0,https://pypi.org/project/unsync,2021-10-21 00:46:56.000000,10.0,,,,,3.0,,,,,,,,,,
279,pysimdjson,TkTech/pysimdjson,Python bindings for the simdjson project.,,serialization,https://github.com/TkTech/pysimdjson,https://github.com/TkTech/pysimdjson,MIT,2019-02-22 03:26:04.000000,2021-06-21 14:56:08.000000,2021-06-21 14:54:09.000000,36.0,10.0,58.0,492.0,2021-06-21 14:56:08.000000,4.0.2,32.0,12.0,18,True,254.0,,pysimdjson,,,148.0,148.0,https://pypi.org/project/pysimdjson,2021-06-21 14:56:08.000000,0.0,,,,,3.0,,,-6.0,,,,,,,
280,aiomisc,aiokitchen/aiomisc,aiomisc - miscellaneous utils for asyncio.,,async,https://github.com/aiokitchen/aiomisc,https://github.com/aiokitchen/aiomisc,MIT,2018-04-13 14:33:37.000000,2021-10-30 12:02:21.000000,2021-10-30 09:41:55.000000,15.0,7.0,8.0,235.0,2021-10-30 09:42:18.000000,15.2.16,166.0,13.0,18,True,692.0,,aiomisc,,,119.0,115.0,https://pypi.org/project/aiomisc,2021-10-30 09:42:18.000000,4.0,,,,,3.0,,,,,,,,,,
281,validr,guyskk/validr,"A simple, fast, extensible python library for data validation.",,data-validation,https://github.com/guyskk/validr,https://github.com/guyskk/validr,MIT,2015-09-05 05:47:04.000000,2021-07-12 08:04:42.000000,2021-07-12 08:04:42.000000,11.0,1.0,20.0,208.0,2021-03-10 16:40:20.000000,1.2.1,23.0,7.0,18,True,371.0,,validr,,10226.0,4.0,,https://pypi.org/project/validr,2021-03-10 16:40:20.000000,4.0,10226.0,,,,3.0,,,,,,,,,,
282,coolname,alexanderlukanin13/coolname,Random Name and Slug Generator.,,text,https://github.com/alexanderlukanin13/coolname,https://github.com/alexanderlukanin13/coolname,BSD-2-Clause,2015-11-06 18:07:11.000000,2021-09-05 12:13:23.000000,2021-04-02 11:44:23.000000,5.0,3.0,5.0,78.0,2018-08-02 15:41:30.000000,1.1.0,6.0,2.0,18,False,130.0,conda-forge/coolname,coolname,,1191.0,290.0,268.0,https://pypi.org/project/coolname,2018-08-02 15:41:30.000000,22.0,,https://anaconda.org/conda-forge/coolname,2021-01-11 15:13:03.517000,13101.0,3.0,,,,,,,,,,
283,Phoenix,wxWidgets/Phoenix,"wxPython's Project Phoenix. A new implementation of wxPython, better, stronger, faster than he was before.",,gui-dev,https://github.com/wxWidgets/Phoenix,https://github.com/wxWidgets/Phoenix,,2012-07-17 06:22:25.000000,2021-10-29 04:00:51.000000,2021-01-29 23:51:05.000000,431.0,452.0,795.0,1677.0,2018-03-23 21:06:34.000000,wxPython-4.0.0,2.0,101.0,17,False,5165.0,,,1782.0,40.0,,,,,,,,,,3.0,,,,,,,,,,
284,lazydata,rstojnic/lazydata,Lazydata: Scalable data dependencies for Python projects.,,db-clients,https://github.com/rstojnic/lazydata,https://github.com/rstojnic/lazydata,Apache-2.0,2018-08-21 12:44:27.000000,2019-02-13 18:15:09.000000,2018-10-12 11:40:26.000000,24.0,7.0,6.0,630.0,2018-09-18 21:25:30.000000,1.0.19,19.0,6.0,17,False,216.0,,lazydata,,21.0,10.0,8.0,https://pypi.org/project/lazydata,2018-09-18 21:25:30.000000,2.0,21.0,,,,3.0,,,,,,,,,,
285,PugSQL,mcfunley/pugsql,A HugSQL-inspired database library for Python.,,db-clients,https://github.com/mcfunley/pugsql,https://github.com/mcfunley/pugsql,Apache-2.0,2019-05-19 16:55:38.000000,2021-09-27 22:00:35.000000,2021-03-31 15:36:33.000000,17.0,15.0,20.0,463.0,2020-09-13 06:06:09.000000,0.2.3,24.0,11.0,17,True,256.0,,pugsql,,2795.0,1.0,,https://pypi.org/project/pugsql,2020-09-13 06:06:09.000000,1.0,2795.0,,,,3.0,,,,,,,,,,
286,docopt-ng,jazzband/docopt-ng,"Humane command line arguments parser. Now with maintenance, typehints, and complete test coverage.",,cli-helpers,https://github.com/jazzband/docopt-ng,https://github.com/jazzband/docopt-ng,MIT,2019-03-26 15:35:29.000000,2021-11-03 12:13:05.000000,2021-10-13 20:21:59.000000,11.0,15.0,2.0,59.0,2019-03-26 17:03:46.000000,0.7.2,4.0,42.0,17,False,525.0,,docopt-ng,,,50.0,48.0,https://pypi.org/project/docopt-ng,2019-03-26 17:03:46.000000,2.0,,,,,3.0,,,,,,,,,,
287,millify,azaitsev/millify,Convert long numbers into a human-readable format in Python.,,text,https://github.com/azaitsev/millify,https://github.com/azaitsev/millify,MIT,2018-01-15 01:27:12.000000,2021-10-04 19:28:16.000000,2018-01-15 02:44:36.000000,8.0,1.0,,47.0,2018-01-15 02:19:08.000000,0.1.1,1.0,1.0,17,False,5.0,,millify,,63131.0,126.0,122.0,https://pypi.org/project/millify,2018-01-15 02:19:08.000000,4.0,63131.0,,,,3.0,,,,,,,,,,
288,grumpy,google/grumpy,Grumpy is a Python to Go source code transcompiler and runtime.,,python-implementations,https://github.com/google/grumpy,https://github.com/google/grumpy,Apache-2.0,2016-12-21 17:49:01.000000,2020-03-27 17:26:46.000000,2017-11-22 02:08:58.000000,657.0,81.0,77.0,10396.0,,,,30.0,16,False,331.0,,,,,,,,,,,,,,3.0,,,,,,,,,,
289,csvs-to-sqlite,simonw/csvs-to-sqlite,Convert CSV files into a SQLite database.,,data-loading,https://github.com/simonw/csvs-to-sqlite,https://github.com/simonw/csvs-to-sqlite,Apache-2.0,2017-11-13 06:38:21.000000,2021-01-06 00:10:58.000000,2020-11-03 23:27:20.000000,47.0,30.0,28.0,650.0,2020-11-03 23:27:47.000000,1.2,15.0,5.0,16,True,76.0,,csvs-to-sqlite,,2830.0,4.0,,https://pypi.org/project/csvs-to-sqlite,2020-11-03 23:29:03.000000,4.0,2830.0,,,,3.0,,,,,,,,,,
290,price-parser,scrapinghub/price-parser,Extract price amount and currency symbol from a raw text string.,,text,https://github.com/scrapinghub/price-parser,https://github.com/scrapinghub/price-parser,BSD-3-Clause,2019-04-11 18:27:30.000000,2021-02-22 07:12:02.000000,2020-11-25 09:45:42.000000,34.0,19.0,8.0,203.0,2020-11-25 09:35:49.000000,0.3.4,12.0,12.0,16,True,96.0,,price-parser,,,113.0,113.0,https://pypi.org/project/price-parser,2020-11-25 09:35:49.000000,0.0,,,,,3.0,,,,,,,,,,
291,SuperSQLite,plasticityai/supersqlite,A supercharged SQLite library for Python.,,db-clients,https://github.com/plasticityai/supersqlite,https://github.com/plasticityai/supersqlite,MIT,2018-11-09 08:20:26.000000,2020-05-09 09:06:06.000000,2019-08-27 13:16:09.000000,21.0,5.0,1.0,682.0,2018-11-22 02:36:13.000000,0.0.78,57.0,2.0,15,False,221.0,,supersqlite,,132.0,9.0,9.0,https://pypi.org/project/supersqlite,2018-11-22 02:36:46.000000,0.0,132.0,,,,3.0,,,,,,,,,,
292,typical,seandstewart/typical,"Typical: Fast, simple, & correct data-validation using Python 3 typing.",,data-validation,https://github.com/seandstewart/typical,https://github.com/seandstewart/typical,MIT,2019-03-15 01:24:36.000000,2021-11-03 14:50:08.000000,2021-11-03 11:38:04.000000,8.0,13.0,81.0,134.0,2021-11-03 11:43:50.000000,2.7.9,111.0,6.0,15,True,,,typical,,4837.0,2.0,,https://pypi.org/project/typical,2021-11-03 11:43:50.000000,2.0,4837.0,,,,3.0,,,,,,,,,,
293,cleverdict,PFython/cleverdict,A JSON-friendly data structure which allows both object attributes and dictionary keys and values to be used..,,data-structures,https://github.com/PFython/cleverdict,https://github.com/PFython/cleverdict,MIT,2020-06-20 05:07:58.000000,2021-07-06 16:14:01.000000,2021-02-05 14:00:03.000000,6.0,8.0,11.0,82.0,2021-02-05 14:01:42.000000,1.9.1,27.0,2.0,15,False,182.0,,cleverdict,,390.0,11.0,11.0,https://pypi.org/project/cleverdict,2021-02-05 13:58:12.000000,0.0,390.0,,,,3.0,,,,,,,,,,
294,wssh,aluzzardi/wssh,SSH to WebSockets Bridge.,,infrastructure,https://github.com/aluzzardi/wssh,https://github.com/aluzzardi/wssh,MIT,2012-07-24 05:26:41.000000,2019-02-12 13:08:18.000000,2016-10-11 00:37:04.000000,275.0,26.0,5.0,1311.0,,,,9.0,14,False,34.0,,,,,7.0,7.0,,,,,,,,3.0,,,,,,,,,,
295,colout,nojhan/colout,Color text streams with a polished command line interface.,,cli-helpers,https://github.com/nojhan/colout,https://github.com/nojhan/colout,GPL-3.0,2012-03-31 10:39:00.000000,2020-08-13 16:59:05.000000,2020-08-02 07:43:02.000000,55.0,11.0,56.0,1050.0,2020-06-21 20:04:58.000000,0.12.1,6.0,29.0,14,False,247.0,,colout,,,2.0,2.0,https://pypi.org/project/colout,2020-06-21 20:04:58.000000,,,,,,3.0,,,,,,,,,,
296,psycopg3,psycopg/psycopg3,New generation PostgreSQL database adapter for the Python programming language.,,db-clients,https://github.com/psycopg/psycopg,https://github.com/psycopg/psycopg,LGPL-3.0,2020-03-15 04:15:53.000000,2021-11-03 15:57:45.000000,2021-11-03 15:56:12.000000,31.0,9.0,57.0,492.0,,,,10.0,13,True,1587.0,,,,,,,,,,,,,,3.0,psycopg/psycopg,,,,,,,,,
297,stackless,stackless-dev/stackless,The Stackless Python programming language.,,python-implementations,https://github.com/stackless-dev/stackless,https://github.com/stackless-dev/stackless,,2017-09-05 14:36:10.000000,2021-09-18 11:33:53.000000,2021-08-11 18:33:11.000000,52.0,11.0,255.0,762.0,,,,999.0,11,False,,,,,,,,,,,,,,,3.0,,,,,,,,,,
298,cl-python,metawilm/cl-python,An implementation of Python in Common Lisp.,,python-implementations,https://github.com/metawilm/cl-python,https://github.com/metawilm/cl-python,,2009-05-14 18:00:17.000000,2020-04-15 08:28:06.000000,2020-04-15 08:28:04.000000,31.0,3.0,13.0,324.0,,,,12.0,11,False,1489.0,,,,,,,,,,,,,,3.0,,,,,,,,,,
